,INVOICE_NO,CUSTOMER_ID,GENDER,AGE,CATEGORY,QUANTITY,PRICE,PAYMENT_METHOD,INVOICE_DATE,SHOPPING_MALL
3359,I311804,C164989,Male,61,Cosmetics,1,40.66,Cash,2021-01-12,Metropol AVM
3360,I165916,C214373,Female,67,Books,2,30.3,Cash,2021-01-12,Zorlu Center
3361,I131925,C779629,Female,61,Cosmetics,2,81.32,Cash,2021-01-12,Zorlu Center
3362,I307495,C259754,Female,24,Clothing,4,1200.32,Cash,2021-01-12,Metrocity
3363,I176442,C478176,Female,26,Toys,1,35.84,Debit Card,2021-01-12,Cevahir AVM
3364,I126907,C450477,Female,30,Souvenir,5,58.65,Cash,2021-01-12,Mall of Istanbul
3365,I157352,C118391,Female,57,Cosmetics,4,162.64,Debit Card,2021-01-12,Istinye Park
3366,I237060,C273365,Female,26,Food & Beverage,1,5.23,Credit Card,2021-01-12,Mall of Istanbul
3367,I132036,C377832,Female,63,Clothing,3,900.24,Debit Card,2021-01-12,Mall of Istanbul
3368,I209261,C106657,Female,41,Clothing,2,600.16,Credit Card,2021-01-12,Istinye Park
3369,I565665,C151379,Female,32,Clothing,2,600.16,Credit Card,2021-01-12,Mall of Istanbul
3370,I436888,C178115,Female,34,Toys,2,71.68,Cash,2021-01-12,Metropol AVM
3371,I120263,C308399,Female,44,Clothing,3,900.24,Cash,2021-01-12,Mall of Istanbul
3372,I409748,C770602,Female,40,Books,2,30.3,Cash,2021-01-12,Kanyon
3373,I740809,C479396,Male,55,Technology,1,1050.0,Credit Card,2021-01-12,Mall of Istanbul
3374,I189906,C218701,Female,31,Shoes,3,1800.51,Cash,2021-01-12,Istinye Park
3375,I307414,C291355,Male,68,Clothing,5,1500.4,Cash,2021-01-12,Metrocity
3376,I212846,C134480,Male,57,Clothing,4,1200.32,Credit Card,2021-01-12,Kanyon
3377,I189220,C218251,Female,66,Clothing,5,1500.4,Debit Card,2021-01-12,Mall of Istanbul
3378,I124592,C191018,Male,22,Food & Beverage,4,20.92,Credit Card,2021-01-12,Istinye Park
3379,I259169,C332398,Female,67,Toys,3,107.52,Credit Card,2021-01-12,Kanyon
3380,I230397,C254600,Male,27,Souvenir,3,35.19,Cash,2021-01-12,Emaar Square Mall
3381,I316814,C302431,Male,60,Toys,1,35.84,Debit Card,2021-01-12,Metrocity
3382,I226988,C396647,Female,18,Clothing,5,1500.4,Cash,2021-01-12,Viaport Outlet
3383,I115249,C133378,Female,39,Clothing,5,1500.4,Debit Card,2021-01-12,Metrocity
3384,I329043,C203977,Male,66,Clothing,4,1200.32,Debit Card,2021-01-12,Istinye Park
3385,I335366,C252556,Male,58,Clothing,5,1500.4,Debit Card,2021-01-12,Kanyon
3386,I154906,C279938,Female,59,Cosmetics,1,40.66,Cash,2021-01-12,Istinye Park
3387,I120878,C286153,Male,35,Food & Beverage,2,10.46,Debit Card,2021-01-12,Metropol AVM
3388,I174811,C108073,Female,43,Cosmetics,4,162.64,Credit Card,2021-01-12,Kanyon
3389,I328165,C528620,Male,29,Clothing,4,1200.32,Credit Card,2021-01-12,Metropol AVM
3390,I240922,C183416,Female,43,Clothing,4,1200.32,Cash,2021-01-12,Mall of Istanbul
3391,I170333,C209313,Male,48,Clothing,1,300.08,Cash,2021-01-12,Metropol AVM
3392,I184677,C277960,Female,36,Clothing,3,900.24,Cash,2021-01-12,Mall of Istanbul
3393,I333167,C283288,Female,25,Shoes,4,2400.68,Cash,2021-01-12,Zorlu Center
3394,I142554,C294392,Female,65,Clothing,3,900.24,Cash,2021-01-12,Mall of Istanbul
3395,I276252,C314007,Female,33,Cosmetics,1,40.66,Debit Card,2021-01-12,Forum Istanbul
3396,I279085,C278919,Female,62,Clothing,3,900.24,Cash,2021-01-12,Viaport Outlet
3397,I116847,C381871,Male,35,Books,1,15.15,Credit Card,2021-01-12,Metrocity
3398,I200288,C160667,Female,53,Shoes,2,1200.34,Cash,2021-01-12,Emaar Square Mall
3399,I788060,C258813,Female,30,Clothing,4,1200.32,Cash,2021-01-12,Istinye Park
3400,I841322,C840350,Female,22,Souvenir,5,58.65,Cash,2021-01-12,Forum Istanbul
3401,I233728,C288835,Male,69,Clothing,2,600.16,Cash,2021-01-12,Forum Istanbul
3402,I158140,C665644,Female,31,Food & Beverage,4,20.92,Credit Card,2021-01-12,Metrocity
3403,I317987,C327236,Female,43,Clothing,3,900.24,Debit Card,2021-01-12,Kanyon
3404,I116538,C298885,Female,53,Clothing,5,1500.4,Debit Card,2021-01-12,Emaar Square Mall
3405,I121037,C107681,Female,20,Clothing,1,300.08,Credit Card,2021-01-12,Metropol AVM
3406,I898575,C262880,Female,22,Food & Beverage,3,15.69,Cash,2021-01-12,Metrocity
3407,I146332,C848035,Male,53,Food & Beverage,1,5.23,Cash,2021-01-12,Mall of Istanbul
3408,I192280,C104139,Female,66,Cosmetics,5,203.3,Credit Card,2021-01-12,Istinye Park
3409,I158548,C256910,Female,65,Shoes,2,1200.34,Cash,2021-01-12,Metropol AVM
3410,I224287,C139757,Female,65,Toys,1,35.84,Cash,2021-01-12,Cevahir AVM
3411,I191881,C134218,Male,56,Food & Beverage,3,15.69,Cash,2021-01-12,Metrocity
3412,I486935,C182540,Female,21,Clothing,3,900.24,Debit Card,2021-01-12,Metropol AVM
3413,I850223,C799012,Male,47,Clothing,2,600.16,Credit Card,2021-01-12,Istinye Park
3414,I299569,C662260,Male,66,Cosmetics,3,121.98,Cash,2021-01-12,Metrocity
3415,I207142,C189803,Female,52,Cosmetics,4,162.64,Credit Card,2021-01-12,Viaport Outlet
3416,I203099,C266175,Female,53,Clothing,1,300.08,Credit Card,2021-01-12,Zorlu Center
3417,I204063,C215266,Male,48,Clothing,2,600.16,Cash,2021-01-12,Emaar Square Mall
3418,I192747,C220199,Female,26,Cosmetics,5,203.3,Debit Card,2021-01-12,Istinye Park
3419,I337947,C207947,Female,45,Cosmetics,4,162.64,Credit Card,2021-01-12,Kanyon
3420,I153003,C324050,Female,37,Clothing,2,600.16,Cash,2021-01-12,Mall of Istanbul
3421,I229610,C291262,Female,69,Toys,4,143.36,Cash,2021-01-12,Metrocity
3422,I161581,C667350,Female,26,Food & Beverage,2,10.46,Credit Card,2021-01-12,Metropol AVM
3423,I270293,C205121,Female,40,Cosmetics,3,121.98,Debit Card,2021-01-12,Metrocity
3424,I183115,C179067,Female,51,Cosmetics,3,121.98,Cash,2021-01-12,Zorlu Center
3425,I499872,C933360,Female,27,Clothing,2,600.16,Credit Card,2021-01-12,Metrocity
3426,I239358,C321879,Male,56,Books,5,75.75,Credit Card,2021-01-12,Istinye Park
3427,I605767,C279530,Female,27,Food & Beverage,4,20.92,Credit Card,2021-01-12,Metrocity
3428,I166831,C794536,Female,44,Food & Beverage,5,26.15,Credit Card,2021-01-12,Metrocity
3429,I105683,C245051,Male,42,Clothing,3,900.24,Cash,2021-01-12,Kanyon
3430,I258516,C278306,Female,23,Clothing,4,1200.32,Cash,2021-01-12,Forum Istanbul
3431,I555072,C129861,Male,35,Cosmetics,5,203.3,Cash,2021-01-12,Kanyon
3432,I141000,C705168,Female,51,Cosmetics,1,40.66,Credit Card,2021-01-12,Metrocity
3433,I314988,C211148,Male,27,Clothing,4,1200.32,Cash,2021-01-12,Kanyon
3434,I183696,C919375,Male,49,Cosmetics,2,81.32,Cash,2021-01-12,Metropol AVM
3435,I151644,C271535,Female,68,Food & Beverage,2,10.46,Debit Card,2021-01-12,Forum Istanbul
3436,I177442,C557861,Female,49,Clothing,2,600.16,Credit Card,2021-01-12,Kanyon
3437,I164717,C316124,Male,39,Cosmetics,5,203.3,Cash,2021-01-12,Forum Istanbul
3438,I244566,C112257,Female,42,Toys,5,179.2,Cash,2021-01-12,Kanyon
3439,I243272,C160540,Female,63,Clothing,2,600.16,Credit Card,2021-01-12,Zorlu Center
3440,I147867,C254714,Male,30,Clothing,2,600.16,Credit Card,2021-01-12,Istinye Park
3441,I788257,C282444,Male,58,Food & Beverage,2,10.46,Credit Card,2021-01-12,Zorlu Center
3442,I262870,C138856,Female,32,Cosmetics,3,121.98,Cash,2021-01-12,Cevahir AVM
3443,I217685,C260761,Female,22,Books,2,30.3,Credit Card,2021-01-12,Mall of Istanbul
3444,I323357,C120048,Male,41,Food & Beverage,2,10.46,Debit Card,2021-01-12,Cevahir AVM
3445,I247095,C304569,Male,39,Toys,2,71.68,Credit Card,2021-01-12,Mall of Istanbul
3446,I111710,C978995,Male,63,Food & Beverage,4,20.92,Cash,2021-01-12,Metropol AVM
3447,I269219,C226032,Female,56,Books,2,30.3,Credit Card,2021-01-12,Metropol AVM
3448,I215544,C273599,Male,52,Food & Beverage,4,20.92,Cash,2021-01-12,Kanyon
3449,I236908,C160141,Male,40,Clothing,4,1200.32,Cash,2021-01-12,Istinye Park
3450,I148544,C239944,Male,24,Clothing,4,1200.32,Cash,2021-01-12,Cevahir AVM
3451,I108471,C780535,Female,23,Clothing,2,600.16,Cash,2021-01-12,Mall of Istanbul
3452,I132039,C376535,Female,44,Clothing,1,300.08,Credit Card,2021-01-12,Metrocity
3453,I146672,C188603,Female,47,Food & Beverage,1,5.23,Cash,2021-01-12,Cevahir AVM
3454,I151553,C121083,Female,53,Shoes,2,1200.34,Cash,2021-01-12,Kanyon
3455,I322784,C239738,Male,23,Cosmetics,1,40.66,Credit Card,2021-01-12,Cevahir AVM
3456,I223801,C231599,Male,45,Shoes,5,3000.85,Cash,2021-01-12,Metrocity
3457,I239170,C202783,Female,23,Books,4,60.6,Cash,2021-01-12,Mall of Istanbul
3458,I167986,C340161,Male,22,Clothing,2,600.16,Cash,2021-01-12,Istinye Park
3459,I151889,C136695,Female,57,Clothing,4,1200.32,Credit Card,2021-01-12,Istinye Park
3460,I157741,C236503,Male,42,Clothing,5,1500.4,Cash,2021-01-13,Forum Istanbul
3461,I172109,C219372,Female,33,Clothing,2,600.16,Cash,2021-01-13,Emaar Square Mall
3462,I236163,C510322,Female,28,Books,3,45.45,Credit Card,2021-01-13,Kanyon
3463,I232339,C124207,Male,42,Shoes,5,3000.85,Debit Card,2021-01-13,Kanyon
3464,I152029,C279299,Male,52,Clothing,5,1500.4,Credit Card,2021-01-13,Kanyon
3465,I212111,C110723,Female,51,Food & Beverage,3,15.69,Cash,2021-01-13,Forum Istanbul
3466,I222035,C109488,Female,36,Cosmetics,5,203.3,Cash,2021-01-13,Metrocity
3467,I200311,C845958,Female,57,Food & Beverage,5,26.15,Cash,2021-01-13,Mall of Istanbul
3468,I308243,C141163,Female,36,Clothing,3,900.24,Cash,2021-01-13,Mall of Istanbul
3469,I221672,C199484,Female,57,Technology,2,2100.0,Credit Card,2021-01-13,Kanyon
3470,I129999,C217008,Male,42,Toys,1,35.84,Credit Card,2021-01-13,Metrocity
3471,I610806,C659544,Female,24,Toys,4,143.36,Credit Card,2021-01-13,Istinye Park
3472,I162276,C268753,Male,64,Clothing,2,600.16,Debit Card,2021-01-13,Viaport Outlet
3473,I255495,C279912,Male,37,Clothing,2,600.16,Credit Card,2021-01-13,Mall of Istanbul
3474,I779171,C943286,Female,33,Souvenir,5,58.65,Credit Card,2021-01-13,Kanyon
3475,I207594,C138822,Female,66,Souvenir,2,23.46,Cash,2021-01-13,Istinye Park
3476,I302998,C142466,Female,35,Books,4,60.6,Cash,2021-01-13,Istinye Park
3477,I332971,C387282,Female,51,Shoes,4,2400.68,Cash,2021-01-13,Istinye Park
3478,I215231,C207696,Female,51,Technology,5,5250.0,Debit Card,2021-01-13,Metropol AVM
3479,I507976,C267714,Female,19,Food & Beverage,5,26.15,Credit Card,2021-01-13,Viaport Outlet
3480,I103615,C318503,Female,24,Clothing,2,600.16,Credit Card,2021-01-13,Metropol AVM
3481,I511068,C298458,Female,55,Souvenir,4,46.92,Debit Card,2021-01-13,Kanyon
3482,I100880,C217725,Female,39,Shoes,3,1800.51,Cash,2021-01-13,Metropol AVM
3483,I267390,C222941,Male,48,Cosmetics,1,40.66,Cash,2021-01-13,Istinye Park
3484,I180686,C241534,Female,53,Food & Beverage,5,26.15,Cash,2021-01-13,Istinye Park
3485,I312426,C161269,Female,51,Clothing,5,1500.4,Cash,2021-01-13,Metrocity
3486,I143317,C693772,Female,29,Technology,4,4200.0,Cash,2021-01-13,Zorlu Center
3487,I975873,C210417,Male,18,Food & Beverage,2,10.46,Cash,2021-01-13,Istinye Park
3488,I847918,C260197,Female,68,Clothing,3,900.24,Credit Card,2021-01-13,Metropol AVM
3489,I124714,C227485,Male,67,Shoes,2,1200.34,Debit Card,2021-01-13,Forum Istanbul
3490,I196833,C247173,Male,38,Food & Beverage,3,15.69,Credit Card,2021-01-13,Kanyon
3491,I157815,C118874,Female,33,Cosmetics,3,121.98,Credit Card,2021-01-13,Viaport Outlet
3492,I285267,C149953,Female,23,Clothing,5,1500.4,Debit Card,2021-01-13,Mall of Istanbul
3493,I256675,C248348,Female,38,Toys,4,143.36,Credit Card,2021-01-13,Istinye Park
3494,I118444,C179407,Male,20,Clothing,3,900.24,Debit Card,2021-01-13,Mall of Istanbul
3495,I127914,C183278,Female,63,Shoes,1,600.17,Debit Card,2021-01-13,Kanyon
3496,I195688,C154318,Female,46,Technology,2,2100.0,Cash,2021-01-13,Istinye Park
3497,I142547,C257420,Male,65,Clothing,4,1200.32,Cash,2021-01-13,Viaport Outlet
3498,I257974,C580979,Female,49,Food & Beverage,4,20.92,Debit Card,2021-01-13,Mall of Istanbul
3499,I316639,C314165,Male,26,Shoes,3,1800.51,Debit Card,2021-01-13,Mall of Istanbul
3500,I102848,C252901,Female,59,Shoes,1,600.17,Debit Card,2021-01-13,Kanyon
3501,I714033,C399819,Male,33,Souvenir,4,46.92,Credit Card,2021-01-13,Forum Istanbul
3502,I592713,C250968,Female,29,Food & Beverage,5,26.15,Debit Card,2021-01-13,Mall of Istanbul
3503,I219897,C248280,Male,24,Toys,4,143.36,Debit Card,2021-01-13,Zorlu Center
3504,I286840,C943626,Female,22,Cosmetics,5,203.3,Cash,2021-01-13,Istinye Park
3505,I163467,C143124,Female,64,Clothing,4,1200.32,Credit Card,2021-01-13,Istinye Park
3506,I614497,C116094,Female,66,Clothing,2,600.16,Cash,2021-01-13,Mall of Istanbul
3507,I169369,C112586,Female,49,Clothing,5,1500.4,Credit Card,2021-01-13,Metropol AVM
3508,I245143,C223850,Female,32,Technology,1,1050.0,Credit Card,2021-01-13,Istinye Park
3509,I267552,C201823,Female,53,Toys,1,35.84,Credit Card,2021-01-13,Kanyon
3510,I109774,C317267,Female,26,Cosmetics,1,40.66,Cash,2021-01-13,Cevahir AVM
3511,I243461,C963249,Female,42,Cosmetics,2,81.32,Credit Card,2021-01-13,Kanyon
3512,I179755,C753046,Male,20,Clothing,5,1500.4,Credit Card,2021-01-13,Metrocity
3513,I639175,C687581,Female,56,Books,3,45.45,Debit Card,2021-01-13,Istinye Park
3514,I793228,C109302,Female,35,Toys,5,179.2,Cash,2021-01-13,Metrocity
3515,I193400,C269944,Female,51,Technology,4,4200.0,Credit Card,2021-01-13,Cevahir AVM
3516,I140750,C161487,Male,54,Food & Beverage,4,20.92,Credit Card,2021-01-13,Mall of Istanbul
3517,I288955,C139046,Female,27,Books,3,45.45,Cash,2021-01-13,Cevahir AVM
3518,I266413,C278237,Male,29,Clothing,4,1200.32,Cash,2021-01-13,Metropol AVM
3519,I132974,C219121,Male,46,Clothing,3,900.24,Credit Card,2021-01-13,Kanyon
3520,I141002,C245851,Female,40,Shoes,1,600.17,Credit Card,2021-01-13,Metrocity
3521,I183488,C265079,Female,59,Clothing,3,900.24,Credit Card,2021-01-13,Zorlu Center
3522,I102635,C162707,Female,50,Clothing,4,1200.32,Cash,2021-01-13,Emaar Square Mall
3523,I510579,C765858,Female,44,Clothing,2,600.16,Cash,2021-01-13,Istinye Park
3524,I330131,C254752,Female,69,Clothing,3,900.24,Credit Card,2021-01-13,Mall of Istanbul
3525,I224162,C151050,Female,18,Toys,4,143.36,Cash,2021-01-13,Metropol AVM
3526,I957728,C286282,Female,33,Toys,5,179.2,Cash,2021-01-13,Istinye Park
3527,I112247,C114459,Male,37,Food & Beverage,1,5.23,Credit Card,2021-01-13,Mall of Istanbul
3528,I160744,C947418,Female,69,Food & Beverage,5,26.15,Cash,2021-01-13,Emaar Square Mall
3529,I118718,C279467,Female,33,Cosmetics,4,162.64,Debit Card,2021-01-13,Kanyon
3530,I188184,C695564,Female,59,Clothing,3,900.24,Cash,2021-01-13,Metrocity
3531,I549710,C541824,Female,34,Technology,3,3150.0,Cash,2021-01-13,Metrocity
3532,I178249,C278557,Male,25,Cosmetics,5,203.3,Cash,2021-01-13,Metropol AVM
3533,I113371,C828588,Male,47,Shoes,1,600.17,Credit Card,2021-01-13,Kanyon
3534,I526522,C188576,Male,66,Food & Beverage,4,20.92,Credit Card,2021-01-13,Forum Istanbul
3535,I315976,C237635,Female,31,Books,2,30.3,Debit Card,2021-01-13,Viaport Outlet
3536,I122458,C150475,Female,35,Clothing,4,1200.32,Cash,2021-01-13,Metropol AVM
3537,I141166,C336247,Female,37,Cosmetics,3,121.98,Cash,2021-01-13,Metropol AVM
3538,I291676,C122919,Female,23,Shoes,1,600.17,Cash,2021-01-13,Kanyon
3539,I339452,C295611,Male,56,Food & Beverage,4,20.92,Credit Card,2021-01-13,Mall of Istanbul
3540,I292074,C778634,Male,26,Books,4,60.6,Cash,2021-01-13,Metropol AVM
3541,I332697,C649835,Female,38,Food & Beverage,1,5.23,Debit Card,2021-01-13,Kanyon
3542,I295208,C754414,Female,51,Shoes,2,1200.34,Credit Card,2021-01-13,Kanyon
3543,I704502,C142594,Male,58,Cosmetics,1,40.66,Credit Card,2021-01-13,Zorlu Center
3544,I304161,C176784,Male,43,Cosmetics,5,203.3,Cash,2021-01-13,Metrocity
3545,I285618,C271492,Male,59,Clothing,4,1200.32,Cash,2021-01-13,Kanyon
3546,I306108,C924484,Female,43,Food & Beverage,4,20.92,Debit Card,2021-01-13,Mall of Istanbul
3547,I227596,C133957,Male,56,Souvenir,2,23.46,Credit Card,2021-01-13,Metropol AVM
3548,I993382,C268742,Male,58,Cosmetics,2,81.32,Credit Card,2021-01-13,Kanyon
3549,I484742,C889831,Female,22,Clothing,5,1500.4,Cash,2021-01-13,Metrocity
3550,I279863,C190673,Male,61,Clothing,3,900.24,Credit Card,2021-01-13,Metropol AVM
3551,I765843,C152958,Female,62,Toys,5,179.2,Credit Card,2021-01-13,Kanyon
3552,I119732,C427718,Female,51,Clothing,5,1500.4,Credit Card,2021-01-13,Metrocity
3553,I267426,C195756,Female,38,Clothing,5,1500.4,Credit Card,2021-01-13,Zorlu Center
3554,I198994,C222388,Female,23,Shoes,3,1800.51,Cash,2021-01-13,Emaar Square Mall
3555,I168160,C115218,Male,36,Cosmetics,5,203.3,Credit Card,2021-01-13,Zorlu Center
3556,I927554,C226110,Female,58,Cosmetics,5,203.3,Cash,2021-01-13,Kanyon
3557,I322627,C163000,Male,47,Food & Beverage,1,5.23,Cash,2021-01-13,Mall of Istanbul
3558,I580067,C597973,Male,22,Technology,5,5250.0,Debit Card,2021-01-13,Mall of Istanbul
3559,I249153,C816887,Female,67,Cosmetics,2,81.32,Credit Card,2021-01-13,Kanyon
3560,I104212,C231729,Female,68,Books,1,15.15,Cash,2021-01-13,Istinye Park
3561,I277816,C920580,Male,51,Shoes,4,2400.68,Credit Card,2021-01-13,Metropol AVM
3562,I101135,C689947,Male,48,Clothing,5,1500.4,Credit Card,2021-01-13,Kanyon
3563,I293112,C176086,Female,32,Clothing,2,600.16,Credit Card,2021-01-13,Mall of Istanbul
3564,I190914,C330809,Male,25,Shoes,2,1200.34,Debit Card,2021-01-13,Istinye Park
3565,I195514,C834890,Male,21,Clothing,4,1200.32,Debit Card,2021-01-13,Mall of Istanbul
3566,I154604,C282176,Male,56,Books,2,30.3,Credit Card,2021-01-13,Kanyon
3567,I831399,C244298,Male,47,Technology,5,5250.0,Cash,2021-01-13,Metrocity
3568,I229064,C266492,Female,69,Cosmetics,3,121.98,Credit Card,2021-01-13,Cevahir AVM
3569,I213420,C184098,Male,63,Clothing,3,900.24,Cash,2021-01-13,Mall of Istanbul
3570,I156497,C307748,Female,30,Clothing,4,1200.32,Cash,2021-01-13,Mall of Istanbul
3571,I505943,C119456,Male,62,Cosmetics,2,81.32,Cash,2021-01-13,Mall of Istanbul
3572,I502588,C163600,Female,63,Clothing,3,900.24,Credit Card,2021-01-14,Zorlu Center
3573,I313898,C902888,Male,36,Shoes,5,3000.85,Cash,2021-01-14,Mall of Istanbul
3574,I130364,C117788,Female,48,Clothing,3,900.24,Credit Card,2021-01-14,Mall of Istanbul
3575,I107616,C171052,Female,60,Food & Beverage,4,20.92,Credit Card,2021-01-14,Kanyon
3576,I205606,C827411,Female,50,Books,5,75.75,Cash,2021-01-14,Kanyon
3577,I162808,C337998,Male,35,Clothing,2,600.16,Cash,2021-01-14,Kanyon
3578,I195048,C163863,Male,58,Clothing,3,900.24,Cash,2021-01-14,Mall of Istanbul
3579,I155779,C300119,Male,32,Cosmetics,3,121.98,Cash,2021-01-14,Metropol AVM
3580,I308144,C309581,Female,39,Technology,5,5250.0,Credit Card,2021-01-14,Metropol AVM
3581,I317122,C253743,Male,68,Clothing,2,600.16,Cash,2021-01-14,Metrocity
3582,I329772,C190094,Female,24,Clothing,5,1500.4,Cash,2021-01-14,Mall of Istanbul
3583,I135944,C702827,Female,55,Clothing,5,1500.4,Debit Card,2021-01-14,Mall of Istanbul
3584,I176153,C173450,Female,63,Toys,5,179.2,Cash,2021-01-14,Cevahir AVM
3585,I390043,C134174,Female,54,Toys,2,71.68,Debit Card,2021-01-14,Istinye Park
3586,I110365,C337548,Female,30,Toys,5,179.2,Credit Card,2021-01-14,Istinye Park
3587,I201637,C334359,Female,37,Cosmetics,4,162.64,Debit Card,2021-01-14,Metrocity
3588,I197646,C181170,Male,43,Clothing,5,1500.4,Cash,2021-01-14,Emaar Square Mall
3589,I240829,C109228,Male,45,Clothing,2,600.16,Credit Card,2021-01-14,Metrocity
3590,I230538,C127576,Female,29,Souvenir,1,11.73,Debit Card,2021-01-14,Emaar Square Mall
3591,I301257,C254137,Male,56,Cosmetics,3,121.98,Cash,2021-01-14,Mall of Istanbul
3592,I510152,C265563,Male,34,Food & Beverage,3,15.69,Debit Card,2021-01-14,Metrocity
3593,I248983,C233092,Female,22,Clothing,2,600.16,Credit Card,2021-01-14,Metropol AVM
3594,I204720,C148498,Female,52,Books,4,60.6,Debit Card,2021-01-14,Mall of Istanbul
3595,I265725,C315903,Female,43,Shoes,1,600.17,Cash,2021-01-14,Viaport Outlet
3596,I253982,C309028,Female,46,Souvenir,2,23.46,Credit Card,2021-01-14,Metropol AVM
3597,I374015,C733930,Male,69,Clothing,3,900.24,Cash,2021-01-14,Metropol AVM
3598,I322869,C282432,Female,25,Souvenir,3,35.19,Debit Card,2021-01-14,Metropol AVM
3599,I288257,C244401,Male,63,Clothing,2,600.16,Cash,2021-01-14,Zorlu Center
3600,I601289,C646990,Female,49,Food & Beverage,1,5.23,Cash,2021-01-14,Mall of Istanbul
3601,I283736,C105666,Male,49,Cosmetics,1,40.66,Cash,2021-01-14,Forum Istanbul
3602,I243512,C295739,Female,58,Books,2,30.3,Cash,2021-01-14,Metropol AVM
3603,I192488,C758508,Male,64,Clothing,3,900.24,Credit Card,2021-01-14,Viaport Outlet
3604,I151441,C249390,Female,20,Clothing,3,900.24,Debit Card,2021-01-14,Mall of Istanbul
3605,I250700,C142837,Female,37,Cosmetics,1,40.66,Debit Card,2021-01-14,Mall of Istanbul
3606,I131692,C134945,Female,23,Clothing,2,600.16,Debit Card,2021-01-14,Kanyon
3607,I946237,C314154,Male,65,Books,5,75.75,Cash,2021-01-14,Mall of Istanbul
3608,I119397,C895082,Female,42,Technology,3,3150.0,Cash,2021-01-14,Kanyon
3609,I137195,C146393,Female,69,Toys,1,35.84,Cash,2021-01-14,Mall of Istanbul
3610,I136358,C189851,Female,57,Cosmetics,4,162.64,Debit Card,2021-01-14,Mall of Istanbul
3611,I194229,C244112,Male,25,Cosmetics,4,162.64,Debit Card,2021-01-14,Metropol AVM
3612,I170962,C801401,Female,43,Food & Beverage,1,5.23,Credit Card,2021-01-14,Viaport Outlet
3613,I241954,C305311,Male,41,Clothing,4,1200.32,Cash,2021-01-14,Istinye Park
3614,I302645,C984140,Female,20,Cosmetics,5,203.3,Cash,2021-01-14,Istinye Park
3615,I310200,C140096,Female,41,Clothing,2,600.16,Credit Card,2021-01-14,Metrocity
3616,I103418,C256529,Male,42,Clothing,1,300.08,Cash,2021-01-14,Mall of Istanbul
3617,I314398,C635345,Male,43,Clothing,2,600.16,Cash,2021-01-14,Mall of Istanbul
3618,I260800,C405181,Male,21,Clothing,3,900.24,Debit Card,2021-01-14,Viaport Outlet
3619,I527314,C148110,Female,39,Food & Beverage,2,10.46,Cash,2021-01-14,Metropol AVM
3620,I299101,C110045,Female,21,Shoes,4,2400.68,Cash,2021-01-14,Mall of Istanbul
3621,I899985,C270589,Male,66,Clothing,1,300.08,Debit Card,2021-01-14,Metrocity
3622,I324921,C257309,Male,64,Cosmetics,3,121.98,Cash,2021-01-14,Forum Istanbul
3623,I252696,C581939,Male,30,Clothing,2,600.16,Cash,2021-01-14,Metropol AVM
3624,I505839,C959587,Male,29,Clothing,4,1200.32,Cash,2021-01-14,Metropol AVM
3625,I246203,C209679,Female,24,Food & Beverage,1,5.23,Cash,2021-01-14,Metropol AVM
3626,I239988,C519423,Female,61,Food & Beverage,3,15.69,Cash,2021-01-14,Metrocity
3627,I306050,C153197,Male,51,Shoes,1,600.17,Cash,2021-01-14,Kanyon
3628,I203613,C231925,Female,60,Cosmetics,4,162.64,Credit Card,2021-01-14,Metrocity
3629,I176951,C133190,Male,52,Food & Beverage,2,10.46,Cash,2021-01-14,Metrocity
3630,I298788,C237924,Female,58,Clothing,1,300.08,Debit Card,2021-01-14,Metrocity
3631,I160940,C232898,Male,62,Toys,5,179.2,Cash,2021-01-14,Viaport Outlet
3632,I227440,C268729,Female,35,Clothing,5,1500.4,Credit Card,2021-01-14,Metropol AVM
3633,I176805,C213051,Male,66,Food & Beverage,4,20.92,Credit Card,2021-01-14,Kanyon
3634,I261444,C136138,Female,27,Cosmetics,3,121.98,Debit Card,2021-01-14,Metropol AVM
3635,I350959,C924219,Male,30,Books,1,15.15,Credit Card,2021-01-14,Istinye Park
3636,I248278,C142707,Male,38,Food & Beverage,3,15.69,Credit Card,2021-01-14,Istinye Park
3637,I856831,C303554,Female,60,Clothing,2,600.16,Cash,2021-01-14,Mall of Istanbul
3638,I215504,C141786,Male,57,Technology,1,1050.0,Credit Card,2021-01-14,Metrocity
3639,I929015,C444811,Male,38,Cosmetics,1,40.66,Debit Card,2021-01-14,Metropol AVM
3640,I910391,C204878,Female,39,Cosmetics,5,203.3,Cash,2021-01-14,Viaport Outlet
3641,I320672,C956990,Female,65,Food & Beverage,3,15.69,Cash,2021-01-14,Metropol AVM
3642,I543873,C244137,Female,52,Clothing,4,1200.32,Credit Card,2021-01-14,Metrocity
3643,I283149,C210574,Female,54,Shoes,4,2400.68,Cash,2021-01-14,Kanyon
3644,I302595,C269707,Male,59,Clothing,1,300.08,Credit Card,2021-01-14,Viaport Outlet
3645,I268982,C225328,Female,67,Clothing,4,1200.32,Cash,2021-01-14,Kanyon
3646,I324003,C209633,Male,68,Clothing,1,300.08,Cash,2021-01-14,Kanyon
3647,I153183,C162549,Male,44,Toys,2,71.68,Cash,2021-01-14,Cevahir AVM
3648,I272263,C363677,Female,18,Toys,4,143.36,Debit Card,2021-01-14,Viaport Outlet
3649,I122979,C239472,Male,64,Shoes,3,1800.51,Cash,2021-01-14,Metropol AVM
